Entity,Code,Day,people_vaccinated
New York State,,2021-12-09,15541588
New York State,,2021-12-10,15687458
New York State,,2021-12-11,15726012
New York State,,2021-12-12,15759385
New York State,,2021-12-13,15778690
New York State,,2021-12-14,15800095
New York State,,2021-12-15,15833415
New York State,,2021-12-16,15864850
New York State,,2021-12-17,15902363
New York State,,2021-12-18,15942562
New York State,,2021-12-19,15987705
New York State,,2021-12-20,16013806
New York State,,2021-12-21,16039159
New York State,,2021-12-22,16078984
New York State,,2021-12-23,16126203
New York State,,2021-12-27,16226934
New York State,,2021-12-28,16256953
New York State,,2021-12-29,16300701
New York State,,2021-12-30,16343955
New York State,,2022-01-04,16459191
New York State,,2022-01-05,16489335
New York State,,2022-01-06,16521379
New York State,,2022-01-07,16552607
New York State,,2022-01-08,16581190
New York State,,2022-01-09,16610344
New York State,,2022-01-10,16626152
New York State,,2022-01-11,16643941
New York State,,2022-01-12,16671069
New York State,,2022-01-13,16698315
New York State,,2022-01-14,16724949
New York State,,2022-01-15,16754477
New York State,,2022-01-18,16807366
New York State,,2022-01-19,16848252
New York State,,2022-01-20,16870302
New York State,,2022-01-21,16890560
New York State,,2022-01-22,16909991
New York State,,2022-01-23,16928192
New York State,,2022-01-24,16939950
New York State,,2022-01-25,16952563
New York State,,2022-01-26,16971678
New York State,,2022-01-27,16986928
New York State,,2022-01-28,17003206
New York State,,2022-01-29,17019735
New York State,,2022-01-30,17033103
New York State,,2022-01-31,17038412
New York State,,2022-02-01,17048054
New York State,,2022-02-02,17061933
New York State,,2022-02-03,17074045
New York State,,2022-02-04,17086210
New York State,,2022-02-05,17098089
New York State,,2022-02-06,17110092
New York State,,2022-02-07,17117081
New York State,,2022-02-08,17125015
New York State,,2022-02-09,17136320
New York State,,2022-02-10,17147089
New York State,,2022-02-11,17158691
New York State,,2022-02-12,17170068
New York State,,2022-02-13,17181337
New York State,,2022-02-14,17187422
New York State,,2022-02-15,17193894
New York State,,2022-02-16,17202748
New York State,,2022-02-17,17213399
New York State,,2022-02-18,17223310
New York State,,2022-02-19,17235231
New York State,,2022-02-22,17258020
New York State,,2022-02-23,17267240
New York State,,2022-02-24,17276912
New York State,,2022-02-25,17284990
New York State,,2022-02-26,17293693
New York State,,2022-02-28,17305719
New York State,,2022-03-01,17312033
New York State,,2022-03-02,17319215
New York State,,2022-03-03,17324924
New York State,,2022-03-04,17330668
New York State,,2022-03-05,17336165
New York State,,2022-03-06,17340850
New York State,,2022-03-07,17344168
New York State,,2022-03-08,17347455
New York State,,2022-03-09,17352270
New York State,,2022-03-10,17356732
New York State,,2022-03-11,17360329
New York State,,2022-03-12,17364829
New York State,,2022-03-13,17368222
New York State,,2022-03-14,17370136
New York State,,2022-03-15,17372760
New York State,,2022-03-16,17376730
New York State,,2022-03-17,17380638
New York State,,2022-03-18,17384306
New York State,,2022-03-19,17388134
New York State,,2022-03-20,17391650
New York State,,2022-03-21,17393746
New York State,,2022-03-22,17396413
New York State,,2022-03-23,17400286
New York State,,2022-03-24,17404113
New York State,,2022-03-25,17407974
New York State,,2022-03-26,17411490
New York State,,2022-03-27,17413422
New York State,,2022-03-28,17414594
New York State,,2022-03-29,17419268
New York State,,2022-03-30,17422217
New York State,,2022-03-31,17426283
New York State,,2022-04-01,17430065
New York State,,2022-04-02,17434265
New York State,,2022-04-03,17438346
New York State,,2022-04-04,17441177
New York State,,2022-04-05,17444284
New York State,,2022-04-06,17448814
New York State,,2022-04-07,17453501
New York State,,2022-04-08,17457650
New York State,,2022-04-09,17462276
New York State,,2022-04-10,17465362
New York State,,2022-04-11,17469112
New York State,,2022-04-12,17472601
New York State,,2022-04-13,17477224
New York State,,2022-04-14,17481624
New York State,,2022-04-15,17485962
New York State,,2022-04-17,17493645
New York State,,2022-04-18,17495600
New York State,,2022-04-19,17498004
New York State,,2022-04-20,17500716
New York State,,2022-04-21,17506852
New York State,,2022-04-23,17516098
New York State,,2022-04-24,17518996
New York State,,2022-04-25,17520673
New York State,,2022-04-26,17523742
New York State,,2022-04-27,17527144
New York State,,2022-04-29,17534510
New York State,,2022-04-30,17538372
New York State,,2022-05-01,17541301
New York State,,2022-05-02,17543057
New York State,,2022-05-03,17545525
New York State,,2022-05-04,17549207
New York State,,2022-05-05,17552651
New York State,,2022-05-06,17556017
New York State,,2022-05-07,17557685
New York State,,2022-05-08,17559433
New York State,,2022-05-09,17560397
New York State,,2022-05-10,17566266
New York State,,2022-05-12,17573281
New York State,,2022-05-13,17576797
New York State,,2022-05-14,17580602
New York State,,2022-05-15,17583603
New York State,,2022-05-16,17585235
New York State,,2022-05-17,17588035
New York State,,2022-05-18,17591582
New York State,,2022-05-19,17595235
New York State,,2022-05-20,17599227
New York State,,2022-05-21,17602835
New York State,,2022-05-22,17604615
New York State,,2022-05-23,17605729
New York State,,2022-05-24,17610792
New York State,,2022-05-25,17613682
New York State,,2022-05-26,17618465
New York State,,2022-05-27,17622550
New York State,,2022-05-31,17631876
New York State,,2022-06-01,17633466
New York State,,2022-06-02,17636744
New York State,,2022-06-03,17639709
New York State,,2022-06-04,17642493
New York State,,2022-06-05,17643907
New York State,,2022-06-06,17644858
New York State,,2022-06-07,17647330
New York State,,2022-06-08,17650659
New York State,,2022-06-09,17653127
New York State,,2022-06-10,17658770
New York State,,2022-06-11,17663234
New York State,,2022-06-12,17664567
New York State,,2022-06-13,17665430
New York State,,2022-06-14,17669261
New York State,,2022-06-15,17672152
New York State,,2022-06-16,17675059
New York State,,2022-06-22,17688526
New York State,,2022-06-29,17717998
New York State,,2022-07-06,17739261
New York State,,2022-07-13,17764849
New York State,,2022-07-20,17788086
New York State,,2022-07-27,17812557
New York State,,2022-08-03,17831599
New York State,,2022-08-10,17844238
New York State,,2022-08-17,17858975
New York State,,2022-08-24,17878519
New York State,,2022-08-31,17898356
New York State,,2022-09-07,17910082
New York State,,2022-09-14,17933445
New York State,,2022-09-21,17958029
New York State,,2022-09-28,17983429
New York State,,2022-10-05,18008325
New York State,,2022-10-12,18042942
New York State,,2022-10-19,18071999
New York State,,2022-10-26,18101873
New York State,,2022-11-02,18127801
North Carolina,,2021-01-12,189213
North Carolina,,2021-01-13,228686
North Carolina,,2021-01-14,233038
North Carolina,,2021-01-15,259859
North Carolina,,2021-01-19,346533
North Carolina,,2021-01-20,368818
North Carolina,,2021-01-21,406257
North Carolina,,2021-01-22,450144
North Carolina,,2021-01-23,497387
North Carolina,,2021-01-24,552194
North Carolina,,2021-01-25,589436
North Carolina,,2021-01-26,611853
North Carolina,,2021-01-27,627980
North Carolina,,2021-01-28,728551
North Carolina,,2021-01-29,729507
North Carolina,,2021-01-30,762635
North Carolina,,2021-01-31,800782
North Carolina,,2021-02-01,818858
North Carolina,,2021-02-02,819119
North Carolina,,2021-02-03,855450
North Carolina,,2021-02-04,875375
North Carolina,,2021-02-05,902198
North Carolina,,2021-02-06,939554
North Carolina,,2021-02-07,979112
North Carolina,,2021-02-08,999151
North Carolina,,2021-02-09,1005714
North Carolina,,2021-02-10,1033527
North Carolina,,2021-02-11,1050246
North Carolina,,2021-02-12,1075646
North Carolina,,2021-02-13,1114685
North Carolina,,2021-02-14,1166560
North Carolina,,2021-02-16,1198710
North Carolina,,2021-02-17,1223476
North Carolina,,2021-02-18,1238992
North Carolina,,2021-02-19,1339762
North Carolina,,2021-02-20,1353909
North Carolina,,2021-02-22,1368734
North Carolina,,2021-02-23,1372784
North Carolina,,2021-02-24,1389988
North Carolina,,2021-02-25,1407925
North Carolina,,2021-02-26,1451906
North Carolina,,2021-02-27,1504356
North Carolina,,2021-02-28,1574172
North Carolina,,2021-03-01,1615012
North Carolina,,2021-03-02,1626567
North Carolina,,2021-03-03,1665521
North Carolina,,2021-03-04,1692968
North Carolina,,2021-03-05,1706016
North Carolina,,2021-03-06,1758662
North Carolina,,2021-03-07,1805008
North Carolina,,2021-03-08,1838635
North Carolina,,2021-03-09,1858432
North Carolina,,2021-03-10,1906434
North Carolina,,2021-03-11,1950352
North Carolina,,2021-03-12,2014895
North Carolina,,2021-03-13,2181724
North Carolina,,2021-03-14,2193331
North Carolina,,2021-03-15,2233748
North Carolina,,2021-03-16,2293986
North Carolina,,2021-03-17,2337632
North Carolina,,2021-03-18,2406584
North Carolina,,2021-03-19,2468201
North Carolina,,2021-03-20,2538508
North Carolina,,2021-03-21,2608692
North Carolina,,2021-03-22,2649588
North Carolina,,2021-03-23,2670792
North Carolina,,2021-03-24,2726114
North Carolina,,2021-03-25,2775957
North Carolina,,2021-03-26,2837266
North Carolina,,2021-03-27,2907005
North Carolina,,2021-03-28,2952779
North Carolina,,2021-03-29,2974973
North Carolina,,2021-03-30,2983429
North Carolina,,2021-03-31,3026774
North Carolina,,2021-04-01,3074120
North Carolina,,2021-04-02,3120714
North Carolina,,2021-04-03,3206121
North Carolina,,2021-04-04,3238031
North Carolina,,2021-04-05,3262431
North Carolina,,2021-04-06,3274838
North Carolina,,2021-04-07,3315897
North Carolina,,2021-04-08,3357860
North Carolina,,2021-04-09,3405406
North Carolina,,2021-04-10,3468529
North Carolina,,2021-04-11,3528522
North Carolina,,2021-04-12,3570420
North Carolina,,2021-04-13,3593888
North Carolina,,2021-04-14,3642553
North Carolina,,2021-04-15,3676993
North Carolina,,2021-04-16,3718123
North Carolina,,2021-04-17,3762976
North Carolina,,2021-04-18,3807889
North Carolina,,2021-04-19,3838153
North Carolina,,2021-04-20,3853152
North Carolina,,2021-04-21,3877123
North Carolina,,2021-04-22,3904155
North Carolina,,2021-04-23,3940549
North Carolina,,2021-04-24,3972578
North Carolina,,2021-04-25,4011726
North Carolina,,2021-04-26,4034370
North Carolina,,2021-04-27,4057006
North Carolina,,2021-04-28,4062728
North Carolina,,2021-04-29,4083191
North Carolina,,2021-04-30,4108050
North Carolina,,2021-05-01,4132341
North Carolina,,2021-05-02,4157863
North Carolina,,2021-05-03,4167819
North Carolina,,2021-05-04,4173701
North Carolina,,2021-05-05,4184155
North Carolina,,2021-05-06,4198889
North Carolina,,2021-05-07,4216849
North Carolina,,2021-05-08,4233679
North Carolina,,2021-05-09,4248350
North Carolina,,2021-05-10,4257200
North Carolina,,2021-05-11,4261037
North Carolina,,2021-05-12,4269241
North Carolina,,2021-05-13,4282082
North Carolina,,2021-05-14,4293827
North Carolina,,2021-05-15,4310158
North Carolina,,2021-05-16,4330478
North Carolina,,2021-05-17,4347792
North Carolina,,2021-05-18,4357615
North Carolina,,2021-05-19,4377152
North Carolina,,2021-05-20,4398309
North Carolina,,2021-05-21,4418989
North Carolina,,2021-05-22,4438842
North Carolina,,2021-05-23,4457874
North Carolina,,2021-05-24,4471735
North Carolina,,2021-05-25,4479380
North Carolina,,2021-05-26,4492551
North Carolina,,2021-05-27,4506606
North Carolina,,2021-05-28,4521517
North Carolina,,2021-05-29,4536163
North Carolina,,2021-05-30,4547004
North Carolina,,2021-06-01,4556607
North Carolina,,2021-06-02,4558614
North Carolina,,2021-06-03,4567303
North Carolina,,2021-06-04,4578603
North Carolina,,2021-06-05,4587462
North Carolina,,2021-06-06,4595887
North Carolina,,2021-06-07,4604921
North Carolina,,2021-06-08,4608953
North Carolina,,2021-06-09,4613543
North Carolina,,2021-06-10,4621880
North Carolina,,2021-06-11,4624759
North Carolina,,2021-06-12,4633195
North Carolina,,2021-06-14,4637140
North Carolina,,2021-06-15,4643099
North Carolina,,2021-06-16,4649864
North Carolina,,2021-06-17,4658336
North Carolina,,2021-06-18,4666283
North Carolina,,2021-06-19,4675853
North Carolina,,2021-06-20,4686713
North Carolina,,2021-06-21,4688755
North Carolina,,2021-06-22,4691299
North Carolina,,2021-06-23,4698706
North Carolina,,2021-06-24,4706989
North Carolina,,2021-06-25,4714809
North Carolina,,2021-06-26,4722212
North Carolina,,2021-06-27,4732587
North Carolina,,2021-06-28,4734701
North Carolina,,2021-06-29,4737519
North Carolina,,2021-06-30,5099725
North Carolina,,2021-07-01,5109348
North Carolina,,2021-07-02,5121651
North Carolina,,2021-07-03,5127575
North Carolina,,2021-07-04,5135353
North Carolina,,2021-07-06,5142730
North Carolina,,2021-07-07,5148695
North Carolina,,2021-07-08,5155794
North Carolina,,2021-07-09,5164036
North Carolina,,2021-07-10,5171819
North Carolina,,2021-07-11,5179764
North Carolina,,2021-07-12,5184475
North Carolina,,2021-07-13,5189894
North Carolina,,2021-07-14,5196611
North Carolina,,2021-07-15,5204576
North Carolina,,2021-07-16,5212023
North Carolina,,2021-07-17,5219776
North Carolina,,2021-07-18,5227926
North Carolina,,2021-07-19,5232998
North Carolina,,2021-07-20,5241500
North Carolina,,2021-07-21,5251172
North Carolina,,2021-07-22,5261278
North Carolina,,2021-07-23,5269373
North Carolina,,2021-07-24,5286129
North Carolina,,2021-07-25,5299126
North Carolina,,2021-07-26,5307729
North Carolina,,2021-07-27,5315537
North Carolina,,2021-07-28,5327531
North Carolina,,2021-07-29,5342417
North Carolina,,2021-07-30,5356957
North Carolina,,2021-07-31,5372159
North Carolina,,2021-08-01,5389717
North Carolina,,2021-08-02,5402785
North Carolina,,2021-08-03,5410611
North Carolina,,2021-08-04,5423660
North Carolina,,2021-08-05,5437747
North Carolina,,2021-08-06,5452158
North Carolina,,2021-08-07,5476636
North Carolina,,2021-08-08,5493492
North Carolina,,2021-08-09,5503289
North Carolina,,2021-08-10,5510035
North Carolina,,2021-08-11,5519277
North Carolina,,2021-08-12,5536675
North Carolina,,2021-08-13,5552095
North Carolina,,2021-08-14,5578732
North Carolina,,2021-08-15,5587386
North Carolina,,2021-08-16,5606044
North Carolina,,2021-08-17,5614570
North Carolina,,2021-08-18,5630049
North Carolina,,2021-08-19,5647253
North Carolina,,2021-08-20,5664872
North Carolina,,2021-08-21,5683067
North Carolina,,2021-08-22,5699936
North Carolina,,2021-08-23,5711446
North Carolina,,2021-08-24,5732252
North Carolina,,2021-08-25,5747310
North Carolina,,2021-08-26,5763036
North Carolina,,2021-08-27,5780476
North Carolina,,2021-08-28,5799543
North Carolina,,2021-08-29,5818294
North Carolina,,2021-08-30,5829650
North Carolina,,2021-08-31,5838020
North Carolina,,2021-09-01,5854168
North Carolina,,2021-09-02,5871131
North Carolina,,2021-09-03,5900286
North Carolina,,2021-09-04,5917739
North Carolina,,2021-09-07,5949430
North Carolina,,2021-09-08,5961725
North Carolina,,2021-09-09,5984640
North Carolina,,2021-09-10,6000017
North Carolina,,2021-09-11,6015377
North Carolina,,2021-09-12,6033903
North Carolina,,2021-09-13,6042471
North Carolina,,2021-09-14,6054310
North Carolina,,2021-09-15,6066679
North Carolina,,2021-09-16,6078766
North Carolina,,2021-09-17,6091426
North Carolina,,2021-09-18,6104170
North Carolina,,2021-09-19,6120727
North Carolina,,2021-09-20,6128432
North Carolina,,2021-09-21,6135346
North Carolina,,2021-09-22,6145859
North Carolina,,2021-09-23,6156690
North Carolina,,2021-09-24,6166288
North Carolina,,2021-09-25,6180181
North Carolina,,2021-09-26,6192013
North Carolina,,2021-09-27,6220050
North Carolina,,2021-09-28,6230084
North Carolina,,2021-09-29,6252289
North Carolina,,2021-09-30,6270487
North Carolina,,2021-10-01,6288574
North Carolina,,2021-10-02,6301423
North Carolina,,2021-10-03,6316982
North Carolina,,2021-10-04,6327250
North Carolina,,2021-10-05,6336753
North Carolina,,2021-10-06,6372977
North Carolina,,2021-10-07,6385597
North Carolina,,2021-10-08,6400497
North Carolina,,2021-10-09,6415445
North Carolina,,2021-10-12,6453733
North Carolina,,2021-10-13,6465859
North Carolina,,2021-10-14,6481060
North Carolina,,2021-10-15,6494826
North Carolina,,2021-10-16,6504927
North Carolina,,2021-10-17,6514998
North Carolina,,2021-10-18,6526381
North Carolina,,2021-10-19,6534423
North Carolina,,2021-10-20,6545890
North Carolina,,2021-10-21,6556738
North Carolina,,2021-10-22,6582229
North Carolina,,2021-10-23,6594225
North Carolina,,2021-10-24,6606809
North Carolina,,2021-10-25,6619908
North Carolina,,2021-10-26,6634752
North Carolina,,2021-10-27,6672252
North Carolina,,2021-10-28,6692985
North Carolina,,2021-10-29,6712174
North Carolina,,2021-10-30,6734624
North Carolina,,2021-10-31,6752302
North Carolina,,2021-11-01,6780564
North Carolina,,2021-11-02,6793734
North Carolina,,2021-11-03,6811229
North Carolina,,2021-11-04,6828604
North Carolina,,2021-11-05,6830289
North Carolina,,2021-11-06,6851022
North Carolina,,2021-11-07,6866375
North Carolina,,2021-11-08,6882915
North Carolina,,2021-11-09,6898582
North Carolina,,2021-11-10,6921664
North Carolina,,2021-11-12,6973246
North Carolina,,2021-11-13,6998184
North Carolina,,2021-11-14,7020560
North Carolina,,2021-11-15,7037502
North Carolina,,2021-11-16,7080237
North Carolina,,2021-11-17,7119883
North Carolina,,2021-11-18,7142380
North Carolina,,2021-11-19,7163436
North Carolina,,2021-11-20,7186666
North Carolina,,2021-11-21,7199639
North Carolina,,2021-11-22,7208485
North Carolina,,2021-11-23,7219186
North Carolina,,2021-11-24,7282242
North Carolina,,2021-11-29,7337427
North Carolina,,2021-11-30,7371115
North Carolina,,2021-12-01,7384712
North Carolina,,2021-12-02,7407592
North Carolina,,2021-12-03,7430047
North Carolina,,2021-12-04,7476751
North Carolina,,2021-12-05,7489138
North Carolina,,2021-12-06,7497015
North Carolina,,2021-12-07,7527772
North Carolina,,2021-12-08,7547970
North Carolina,,2021-12-09,7570189
North Carolina,,2021-12-10,7592363
North Carolina,,2021-12-11,7644965
North Carolina,,2021-12-12,7656164
North Carolina,,2021-12-13,7663437
North Carolina,,2021-12-14,7678967
North Carolina,,2021-12-15,7697862
North Carolina,,2021-12-16,7735706
North Carolina,,2021-12-17,7756346
North Carolina,,2021-12-18,7778289
North Carolina,,2021-12-19,7797865
North Carolina,,2021-12-20,7811090
North Carolina,,2021-12-21,7826897
North Carolina,,2021-12-22,7870059
North Carolina,,2021-12-23,7906885
North Carolina,,2021-12-27,7961806
North Carolina,,2021-12-28,7973534
North Carolina,,2021-12-29,7989236
North Carolina,,2021-12-30,8008038
North Carolina,,2022-01-04,8085693
North Carolina,,2022-01-05,8100465
North Carolina,,2022-01-06,8116590
North Carolina,,2022-01-07,8156749
North Carolina,,2022-01-08,8174339
North Carolina,,2022-01-09,8192254
North Carolina,,2022-01-10,8203172
North Carolina,,2022-01-11,8215151
North Carolina,,2022-01-12,8228694
North Carolina,,2022-01-13,8252144
North Carolina,,2022-01-14,8265792
North Carolina,,2022-01-15,8280900
North Carolina,,2022-01-18,8306608
North Carolina,,2022-01-19,8377836
North Carolina,,2022-01-20,8394298
North Carolina,,2022-01-21,8404210
North Carolina,,2022-01-22,8414786
North Carolina,,2022-01-23,8422484
North Carolina,,2022-01-24,8427127
North Carolina,,2022-01-25,8431962
North Carolina,,2022-01-26,8442153
North Carolina,,2022-01-27,8450639
North Carolina,,2022-01-28,8458728
North Carolina,,2022-01-29,8467163
North Carolina,,2022-01-30,8475190
North Carolina,,2022-01-31,8480234
North Carolina,,2022-02-01,8485527
North Carolina,,2022-02-02,8493095
North Carolina,,2022-02-03,8512345
North Carolina,,2022-02-04,8518947
North Carolina,,2022-02-05,8527295
North Carolina,,2022-02-06,8533735
North Carolina,,2022-02-07,8537924
North Carolina,,2022-02-08,8545009
North Carolina,,2022-02-09,8549727
North Carolina,,2022-02-10,8556567
North Carolina,,2022-02-11,8561357
North Carolina,,2022-02-12,8565410
North Carolina,,2022-02-13,8571942
North Carolina,,2022-02-14,8575756
North Carolina,,2022-02-15,8579533
North Carolina,,2022-02-16,8582734
North Carolina,,2022-02-17,8588826
North Carolina,,2022-02-18,8592470
North Carolina,,2022-02-19,8596653
North Carolina,,2022-02-22,8608187
North Carolina,,2022-02-23,8612632
North Carolina,,2022-02-24,8616580
North Carolina,,2022-02-25,8620668
North Carolina,,2022-02-26,8625308
North Carolina,,2022-02-28,8631697
North Carolina,,2022-03-01,8634366
North Carolina,,2022-03-02,8638750
North Carolina,,2022-03-03,8641769
North Carolina,,2022-03-04,8644927
North Carolina,,2022-03-05,8649130
North Carolina,,2022-03-06,8653244
North Carolina,,2022-03-07,8655602
North Carolina,,2022-03-08,8657010
North Carolina,,2022-03-09,8660049
North Carolina,,2022-03-10,8663931
North Carolina,,2022-03-11,8666731
North Carolina,,2022-03-12,8671026
North Carolina,,2022-03-13,8674950
North Carolina,,2022-03-14,8677011
North Carolina,,2022-03-15,8679084
North Carolina,,2022-03-16,8681622
North Carolina,,2022-03-17,8684129
North Carolina,,2022-03-18,8686389
North Carolina,,2022-03-19,8689134
North Carolina,,2022-03-20,8690383
North Carolina,,2022-03-21,8691806
North Carolina,,2022-03-22,8694822
North Carolina,,2022-03-23,8696427
North Carolina,,2022-03-24,8698390
North Carolina,,2022-03-25,8700497
North Carolina,,2022-03-26,8703367
North Carolina,,2022-03-27,8705591
North Carolina,,2022-03-28,8707755
North Carolina,,2022-03-29,8709695
North Carolina,,2022-03-30,8711532
North Carolina,,2022-03-31,8714379
North Carolina,,2022-04-01,8717837
North Carolina,,2022-04-02,8722032
North Carolina,,2022-04-03,8727489
North Carolina,,2022-04-04,8730331
North Carolina,,2022-04-05,8734758
North Carolina,,2022-04-06,8738247
North Carolina,,2022-04-07,8741357
North Carolina,,2022-04-08,8746674
North Carolina,,2022-04-09,8750647
North Carolina,,2022-04-10,8754474
North Carolina,,2022-04-11,8757252
North Carolina,,2022-04-12,8763150
North Carolina,,2022-04-13,8767099
North Carolina,,2022-04-14,8770677
North Carolina,,2022-04-15,8774675
North Carolina,,2022-04-17,8781796
North Carolina,,2022-04-18,8783549
North Carolina,,2022-04-19,8786574
North Carolina,,2022-04-20,8791955
North Carolina,,2022-04-21,8795443
North Carolina,,2022-04-23,8802888
North Carolina,,2022-04-24,8806644
North Carolina,,2022-04-25,8808494
North Carolina,,2022-04-26,8810313
North Carolina,,2022-04-27,8813080
North Carolina,,2022-04-29,8822710
North Carolina,,2022-04-30,8826274
North Carolina,,2022-05-01,8829444
North Carolina,,2022-05-02,8831236
North Carolina,,2022-05-03,8833649
North Carolina,,2022-05-04,8836294
North Carolina,,2022-05-05,8839269
North Carolina,,2022-05-06,8842201
North Carolina,,2022-05-07,8848902
North Carolina,,2022-05-08,8851732
North Carolina,,2022-05-09,8853395
North Carolina,,2022-05-10,8856391
North Carolina,,2022-05-12,8863023
North Carolina,,2022-05-13,8866394
North Carolina,,2022-05-14,8870551
North Carolina,,2022-05-15,8873244
North Carolina,,2022-05-16,8875515
North Carolina,,2022-05-17,8877454
North Carolina,,2022-05-18,8882122
North Carolina,,2022-05-19,8884271
North Carolina,,2022-05-20,8887332
North Carolina,,2022-05-21,8890870
North Carolina,,2022-05-22,8893805
North Carolina,,2022-05-23,8896419
North Carolina,,2022-05-24,8901156
North Carolina,,2022-05-25,8904684
North Carolina,,2022-05-26,8907995
North Carolina,,2022-05-27,8911525
North Carolina,,2022-05-31,8920991
North Carolina,,2022-06-01,8922579
North Carolina,,2022-06-02,8925348
North Carolina,,2022-06-03,8931030
North Carolina,,2022-06-04,8935547
North Carolina,,2022-06-05,8938417
North Carolina,,2022-06-06,8940356
North Carolina,,2022-06-07,8942146
North Carolina,,2022-06-08,8944989
North Carolina,,2022-06-09,8947852
North Carolina,,2022-06-10,8951027
North Carolina,,2022-06-11,8955888
North Carolina,,2022-06-12,8958595
North Carolina,,2022-06-13,8959443
North Carolina,,2022-06-14,8960987
North Carolina,,2022-06-15,8963273
North Carolina,,2022-06-16,8965529
North Carolina,,2022-06-22,8977384
North Carolina,,2022-06-29,9001994
North Carolina,,2022-07-06,9017848
North Carolina,,2022-07-13,9036868
North Carolina,,2022-07-20,9058955
North Carolina,,2022-07-27,9080546
North Carolina,,2022-08-03,9096567
North Carolina,,2022-08-10,9112432
North Carolina,,2022-08-17,9127712
North Carolina,,2022-08-24,9141015
North Carolina,,2022-08-31,9152431
North Carolina,,2022-09-07,9159520
North Carolina,,2022-09-14,9187114
North Carolina,,2022-09-21,9217512
North Carolina,,2022-09-28,9249021
North Carolina,,2022-10-05,9290489
North Carolina,,2022-10-12,9327449
North Carolina,,2022-10-19,9357864
North Carolina,,2022-10-26,9399026
North Carolina,,2022-11-02,9436791
North Dakota,,2021-01-12,33648
North Dakota,,2021-01-13,34317
North Dakota,,2021-01-14,35293
North Dakota,,2021-01-15,38506
North Dakota,,2021-01-19,47616
North Dakota,,2021-01-20,48350
North Dakota,,2021-01-21,48986
North Dakota,,2021-01-22,51018
North Dakota,,2021-01-23,53491
North Dakota,,2021-01-24,56158
North Dakota,,2021-01-25,57996
North Dakota,,2021-01-26,58131
North Dakota,,2021-01-27,58673
North Dakota,,2021-01-28,60164
North Dakota,,2021-01-29,63773
North Dakota,,2021-01-30,66885
North Dakota,,2021-01-31,70822
North Dakota,,2021-02-01,71587
North Dakota,,2021-02-02,71735
North Dakota,,2021-02-03,72589
North Dakota,,2021-02-04,74387
North Dakota,,2021-02-05,78325
North Dakota,,2021-02-06,81935
North Dakota,,2021-02-07,85482
North Dakota,,2021-02-08,87633
North Dakota,,2021-02-09,87633
North Dakota,,2021-02-10,88917
North Dakota,,2021-02-11,90939
North Dakota,,2021-02-12,94160
North Dakota,,2021-02-13,96731
North Dakota,,2021-02-14,99364
North Dakota,,2021-02-16,102151
North Dakota,,2021-02-17,102414
North Dakota,,2021-02-18,104196
North Dakota,,2021-02-19,122026
North Dakota,,2021-02-20,124671
North Dakota,,2021-02-22,125196
North Dakota,,2021-02-23,125262
North Dakota,,2021-02-24,127113
North Dakota,,2021-02-25,129590
North Dakota,,2021-02-26,134672
North Dakota,,2021-02-27,142174
North Dakota,,2021-02-28,147054
North Dakota,,2021-03-01,149458
North Dakota,,2021-03-02,149585
North Dakota,,2021-03-03,150729
North Dakota,,2021-03-04,153398
North Dakota,,2021-03-05,158378
North Dakota,,2021-03-06,164433
North Dakota,,2021-03-07,170418
North Dakota,,2021-03-08,172717
North Dakota,,2021-03-09,173961
North Dakota,,2021-03-10,175078
North Dakota,,2021-03-11,178388
North Dakota,,2021-03-12,186005
North Dakota,,2021-03-13,192137
North Dakota,,2021-03-14,197376
North Dakota,,2021-03-15,198656
North Dakota,,2021-03-16,198709
North Dakota,,2021-03-17,200698
North Dakota,,2021-03-18,203723
North Dakota,,2021-03-19,209842
North Dakota,,2021-03-20,215512
North Dakota,,2021-03-21,218943
North Dakota,,2021-03-22,220711
North Dakota,,2021-03-23,220775
North Dakota,,2021-03-24,222233
North Dakota,,2021-03-25,225684
North Dakota,,2021-03-26,229811
North Dakota,,2021-03-27,234208
North Dakota,,2021-03-28,236146
North Dakota,,2021-03-29,237354
North Dakota,,2021-03-30,244790
North Dakota,,2021-03-31,246500
North Dakota,,2021-04-01,250258
North Dakota,,2021-04-02,256513
North Dakota,,2021-04-03,261321
North Dakota,,2021-04-04,262979
North Dakota,,2021-04-05,263818
North Dakota,,2021-04-06,264001
North Dakota,,2021-04-07,265144
North Dakota,,2021-04-08,268305
North Dakota,,2021-04-09,271992
North Dakota,,2021-04-10,276426
North Dakota,,2021-04-11,278831
North Dakota,,2021-04-12,280575
North Dakota,,2021-04-13,280650
North Dakota,,2021-04-14,281652
North Dakota,,2021-04-15,283076
North Dakota,,2021-04-16,286317
North Dakota,,2021-04-17,287805
North Dakota,,2021-04-18,289263
North Dakota,,2021-04-19,289672
North Dakota,,2021-04-20,289719
North Dakota,,2021-04-21,290336
North Dakota,,2021-04-22,291189
North Dakota,,2021-04-23,292833
North Dakota,,2021-04-24,294090
North Dakota,,2021-04-25,295375
North Dakota,,2021-04-26,295754
North Dakota,,2021-04-27,295888
North Dakota,,2021-04-28,296538
North Dakota,,2021-04-29,297564
North Dakota,,2021-04-30,298958
North Dakota,,2021-05-01,300087
North Dakota,,2021-05-02,300674
North Dakota,,2021-05-03,300753
North Dakota,,2021-05-04,300916
North Dakota,,2021-05-05,301577
