Entity,Code,Day,people_vaccinated
Delaware,,2021-10-23,666545
Delaware,,2021-10-24,667493
Delaware,,2021-10-25,668180
Delaware,,2021-10-26,668761
Delaware,,2021-10-27,669542
Delaware,,2021-10-28,669849
Delaware,,2021-10-29,669987
Delaware,,2021-10-30,670177
Delaware,,2021-10-31,670446
Delaware,,2021-11-01,670602
Delaware,,2021-11-02,676226
Delaware,,2021-11-03,676471
Delaware,,2021-11-04,676753
Delaware,,2021-11-05,676938
Delaware,,2021-11-06,677195
Delaware,,2021-11-07,677424
Delaware,,2021-11-08,677537
Delaware,,2021-11-09,682650
Delaware,,2021-11-10,682850
Delaware,,2021-11-12,683278
Delaware,,2021-11-13,683575
Delaware,,2021-11-14,683781
Delaware,,2021-11-15,683950
Delaware,,2021-11-16,684157
Delaware,,2021-11-17,693519
Delaware,,2021-11-23,694689
Delaware,,2021-11-24,694961
Delaware,,2021-11-29,695704
Delaware,,2021-11-30,711525
Delaware,,2021-12-01,711684
Delaware,,2021-12-02,713938
Delaware,,2021-12-03,715085
Delaware,,2021-12-04,715365
Delaware,,2021-12-05,715537
Delaware,,2021-12-06,715772
Delaware,,2021-12-07,715982
Delaware,,2021-12-08,722255
Delaware,,2021-12-09,724448
Delaware,,2021-12-10,726066
Delaware,,2021-12-11,727771
Delaware,,2021-12-12,727984
Delaware,,2021-12-13,728148
Delaware,,2021-12-14,728275
Delaware,,2021-12-15,732187
Delaware,,2021-12-16,733277
Delaware,,2021-12-17,734499
Delaware,,2021-12-21,735876
Delaware,,2021-12-22,739469
Delaware,,2021-12-23,741038
Delaware,,2021-12-27,742936
Delaware,,2021-12-28,744190
Delaware,,2021-12-29,745195
Delaware,,2021-12-30,746478
Delaware,,2022-01-04,750915
Delaware,,2022-01-05,751597
Delaware,,2022-01-06,751835
Delaware,,2022-01-07,753976
Delaware,,2022-01-08,755420
Delaware,,2022-01-09,755674
Delaware,,2022-01-10,755820
Delaware,,2022-01-11,758137
Delaware,,2022-01-12,758379
Delaware,,2022-01-13,760283
Delaware,,2022-01-14,761689
Delaware,,2022-01-15,763331
Delaware,,2022-01-18,763875
Delaware,,2022-01-19,771991
Delaware,,2022-01-20,773108
Delaware,,2022-01-21,774206
Delaware,,2022-01-22,775553
Delaware,,2022-01-23,775734
Delaware,,2022-01-24,775869
Delaware,,2022-01-25,778212
Delaware,,2022-01-26,778977
Delaware,,2022-01-27,779946
Delaware,,2022-01-28,780921
Delaware,,2022-01-29,781947
Delaware,,2022-01-30,782066
Delaware,,2022-01-31,782134
Delaware,,2022-02-01,783722
Delaware,,2022-02-02,784208
Delaware,,2022-02-03,784319
Delaware,,2022-02-04,785635
Delaware,,2022-02-05,786441
Delaware,,2022-02-06,786547
Delaware,,2022-02-07,786600
Delaware,,2022-02-08,787974
Delaware,,2022-02-09,788527
Delaware,,2022-02-10,789207
Delaware,,2022-02-11,789778
Delaware,,2022-02-12,790347
Delaware,,2022-02-13,790397
Delaware,,2022-02-14,790412
Delaware,,2022-02-15,790475
Delaware,,2022-02-16,791799
Delaware,,2022-02-17,792381
Delaware,,2022-02-18,792819
Delaware,,2022-02-19,793346
Delaware,,2022-02-22,794265
Delaware,,2022-02-23,794559
Delaware,,2022-02-24,794932
Delaware,,2022-02-25,795286
Delaware,,2022-02-26,795691
Delaware,,2022-02-28,795787
Delaware,,2022-03-01,795820
Delaware,,2022-03-02,796686
Delaware,,2022-03-03,796727
Delaware,,2022-03-04,797325
Delaware,,2022-03-05,797353
Delaware,,2022-03-06,797375
Delaware,,2022-03-07,797388
Delaware,,2022-03-08,798192
Delaware,,2022-03-09,798407
Delaware,,2022-03-10,798632
Delaware,,2022-03-11,798837
Delaware,,2022-03-12,799077
Delaware,,2022-03-13,799096
Delaware,,2022-03-14,799418
Delaware,,2022-03-15,799441
Delaware,,2022-03-16,799668
Delaware,,2022-03-17,799874
Delaware,,2022-03-18,800054
Delaware,,2022-03-19,800228
Delaware,,2022-03-20,800255
Delaware,,2022-03-21,800277
Delaware,,2022-03-22,800633
Delaware,,2022-03-23,800808
Delaware,,2022-03-24,801069
Delaware,,2022-03-25,801243
Delaware,,2022-03-26,801430
Delaware,,2022-03-27,801440
Delaware,,2022-03-28,801464
Delaware,,2022-03-29,801489
Delaware,,2022-03-30,801934
Delaware,,2022-03-31,802107
Delaware,,2022-04-01,802376
Delaware,,2022-04-02,802437
Delaware,,2022-04-03,802487
Delaware,,2022-04-04,802545
Delaware,,2022-04-05,803355
Delaware,,2022-04-06,803562
Delaware,,2022-04-07,803839
Delaware,,2022-04-08,804074
Delaware,,2022-04-09,804409
Delaware,,2022-04-10,804464
Delaware,,2022-04-11,804511
Delaware,,2022-04-12,804554
Delaware,,2022-04-13,805284
Delaware,,2022-04-14,805910
Delaware,,2022-04-15,806077
Delaware,,2022-04-17,806192
Delaware,,2022-04-18,806226
Delaware,,2022-04-19,806838
Delaware,,2022-04-20,806991
Delaware,,2022-04-21,807269
Delaware,,2022-04-23,807584
Delaware,,2022-04-24,807637
Delaware,,2022-04-25,807661
Delaware,,2022-04-26,807690
Delaware,,2022-04-27,808462
Delaware,,2022-04-29,808940
Delaware,,2022-04-30,809202
Delaware,,2022-05-01,809235
Delaware,,2022-05-02,809259
Delaware,,2022-05-03,809599
Delaware,,2022-05-04,809750
Delaware,,2022-05-05,809975
Delaware,,2022-05-06,810180
Delaware,,2022-05-07,810439
Delaware,,2022-05-08,810460
Delaware,,2022-05-09,810491
Delaware,,2022-05-10,810539
Delaware,,2022-05-12,811294
Delaware,,2022-05-13,811528
Delaware,,2022-05-14,811764
Delaware,,2022-05-15,811793
Delaware,,2022-05-16,811810
Delaware,,2022-05-17,812254
Delaware,,2022-05-18,812404
Delaware,,2022-05-19,812659
Delaware,,2022-05-20,812846
Delaware,,2022-05-21,813274
Delaware,,2022-05-22,813311
Delaware,,2022-05-23,813337
Delaware,,2022-05-24,813404
Delaware,,2022-05-25,813953
Delaware,,2022-05-26,814247
Delaware,,2022-05-27,814581
Delaware,,2022-05-31,814657
Delaware,,2022-06-01,814720
Delaware,,2022-06-02,815451
Delaware,,2022-06-03,815633
Delaware,,2022-06-04,815676
Delaware,,2022-06-05,815683
Delaware,,2022-06-06,815703
Delaware,,2022-06-07,816300
Delaware,,2022-06-08,816459
Delaware,,2022-06-09,816626
Delaware,,2022-06-10,816790
Delaware,,2022-06-11,816820
Delaware,,2022-06-12,816837
Delaware,,2022-06-13,816842
Delaware,,2022-06-14,817109
Delaware,,2022-06-15,817256
Delaware,,2022-06-16,817443
Delaware,,2022-06-22,818193
Delaware,,2022-06-29,820047
Delaware,,2022-07-06,821165
Delaware,,2022-07-13,822377
Delaware,,2022-07-20,824021
Delaware,,2022-07-27,825203
Delaware,,2022-08-03,826375
Delaware,,2022-08-10,827763
Delaware,,2022-08-17,828834
Delaware,,2022-08-24,829805
Delaware,,2022-08-31,830782
Delaware,,2022-09-07,831318
Delaware,,2022-09-14,831591
Delaware,,2022-09-21,834042
Delaware,,2022-09-28,835939
Delaware,,2022-10-05,837881
Delaware,,2022-10-12,839722
Delaware,,2022-10-19,840269
Delaware,,2022-10-26,840805
Delaware,,2022-11-02,842461
Dept of Defense,,2021-01-12,131056
Dept of Defense,,2021-01-13,131610
Dept of Defense,,2021-01-14,159851
Dept of Defense,,2021-01-15,179004
Dept of Defense,,2021-01-19,227934
Dept of Defense,,2021-01-20,229553
Dept of Defense,,2021-01-21,243577
Dept of Defense,,2021-01-22,258285
Dept of Defense,,2021-01-23,274128
Dept of Defense,,2021-01-24,296176
Dept of Defense,,2021-01-25,304294
Dept of Defense,,2021-01-26,304294
Dept of Defense,,2021-01-27,318701
Dept of Defense,,2021-01-28,335627
Dept of Defense,,2021-01-29,353482
Dept of Defense,,2021-01-30,381304
Dept of Defense,,2021-01-31,404643
Dept of Defense,,2021-02-01,407915
Dept of Defense,,2021-02-02,412800
Dept of Defense,,2021-02-03,424284
Dept of Defense,,2021-02-04,436270
Dept of Defense,,2021-02-05,452438
Dept of Defense,,2021-02-06,468020
Dept of Defense,,2021-02-07,486222
Dept of Defense,,2021-02-08,495849
Dept of Defense,,2021-02-09,498855
Dept of Defense,,2021-02-10,511923
Dept of Defense,,2021-02-11,525007
Dept of Defense,,2021-02-12,536578
Dept of Defense,,2021-02-13,548146
Dept of Defense,,2021-02-14,561995
Dept of Defense,,2021-02-16,563839
Dept of Defense,,2021-02-17,566933
Dept of Defense,,2021-02-18,580821
Dept of Defense,,2021-02-19,590070
Dept of Defense,,2021-02-20,601135
Dept of Defense,,2021-02-21,610523
Dept of Defense,,2021-02-22,617656
Dept of Defense,,2021-02-23,618732
Dept of Defense,,2021-02-24,626701
Dept of Defense,,2021-02-25,635697
Dept of Defense,,2021-02-26,645656
Dept of Defense,,2021-02-27,661048
Dept of Defense,,2021-02-28,678654
Dept of Defense,,2021-03-01,680202
Dept of Defense,,2021-03-02,680682
Dept of Defense,,2021-03-03,694151
Dept of Defense,,2021-03-04,706316
Dept of Defense,,2021-03-05,721060
Dept of Defense,,2021-03-06,738100
Dept of Defense,,2021-03-07,758512
Dept of Defense,,2021-03-08,765550
Dept of Defense,,2021-03-09,868701
Dept of Defense,,2021-03-10,885870
Dept of Defense,,2021-03-11,907822
Dept of Defense,,2021-03-12,928122
Dept of Defense,,2021-03-14,929473
Dept of Defense,,2021-03-15,930223
Dept of Defense,,2021-03-16,937655
Dept of Defense,,2021-03-17,954481
Dept of Defense,,2021-03-18,975393
Dept of Defense,,2021-03-19,995086
Dept of Defense,,2021-03-20,1020715
Dept of Defense,,2021-03-21,1051954
Dept of Defense,,2021-03-22,1056044
Dept of Defense,,2021-03-23,1058047
Dept of Defense,,2021-03-24,1065778
Dept of Defense,,2021-03-25,1078078
Dept of Defense,,2021-03-26,1125876
Dept of Defense,,2021-03-27,1153904
Dept of Defense,,2021-03-28,1183172
Dept of Defense,,2021-03-29,1191364
Dept of Defense,,2021-03-30,1197277
Dept of Defense,,2021-03-31,1213941
Dept of Defense,,2021-04-01,1232692
Dept of Defense,,2021-04-02,1253369
Dept of Defense,,2021-04-03,1285683
Dept of Defense,,2021-04-04,1314577
Dept of Defense,,2021-04-05,1321279
Dept of Defense,,2021-04-06,1326748
Dept of Defense,,2021-04-07,1343481
Dept of Defense,,2021-04-08,1369209
Dept of Defense,,2021-04-09,1393544
Dept of Defense,,2021-04-10,1430366
Dept of Defense,,2021-04-11,1468618
Dept of Defense,,2021-04-12,1479397
Dept of Defense,,2021-04-13,1489045
Dept of Defense,,2021-04-14,1508083
Dept of Defense,,2021-04-15,1533348
Dept of Defense,,2021-04-16,1553206
Dept of Defense,,2021-04-17,1577813
Dept of Defense,,2021-04-18,1606946
Dept of Defense,,2021-04-19,1621218
Dept of Defense,,2021-04-20,1626059
Dept of Defense,,2021-04-21,1640776
Dept of Defense,,2021-04-22,1658674
Dept of Defense,,2021-04-23,1676759
Dept of Defense,,2021-04-24,1696703
Dept of Defense,,2021-04-25,1721064
Dept of Defense,,2021-04-26,1727172
Dept of Defense,,2021-04-27,1735216
Dept of Defense,,2021-04-28,1747420
Dept of Defense,,2021-04-29,1762263
Dept of Defense,,2021-04-30,1778342
Dept of Defense,,2021-05-01,1782682
Dept of Defense,,2021-05-02,1801938
Dept of Defense,,2021-05-03,1816164
Dept of Defense,,2021-05-04,1826465
Dept of Defense,,2021-05-05,1837605
Dept of Defense,,2021-05-06,1852116
Dept of Defense,,2021-05-07,1867186
Dept of Defense,,2021-05-08,1883480
Dept of Defense,,2021-05-09,1898107
Dept of Defense,,2021-05-10,1904795
Dept of Defense,,2021-05-11,1910310
Dept of Defense,,2021-05-12,1919807
Dept of Defense,,2021-05-13,1931000
Dept of Defense,,2021-05-14,1942920
Dept of Defense,,2021-05-15,1957454
Dept of Defense,,2021-05-16,1971789
Dept of Defense,,2021-05-17,1977886
Dept of Defense,,2021-05-18,1979284
Dept of Defense,,2021-05-19,1994656
Dept of Defense,,2021-05-20,2013054
Dept of Defense,,2021-05-21,2035189
Dept of Defense,,2021-05-22,2054475
Dept of Defense,,2021-05-23,2072216
Dept of Defense,,2021-05-24,2084762
Dept of Defense,,2021-05-25,2090039
Dept of Defense,,2021-05-26,2103324
Dept of Defense,,2021-05-27,2116308
Dept of Defense,,2021-05-28,2135202
Dept of Defense,,2021-05-29,2150002
Dept of Defense,,2021-05-30,2156832
Dept of Defense,,2021-06-01,2160028
Dept of Defense,,2021-06-02,2161608
Dept of Defense,,2021-06-03,2175709
Dept of Defense,,2021-06-04,2186450
Dept of Defense,,2021-06-06,2197737
Dept of Defense,,2021-06-07,2216055
Dept of Defense,,2021-06-08,2220281
Dept of Defense,,2021-06-09,2228383
Dept of Defense,,2021-06-10,2236843
Dept of Defense,,2021-06-11,2236843
Dept of Defense,,2021-06-12,2244606
Dept of Defense,,2021-06-13,2253352
Dept of Defense,,2021-06-14,2262635
Dept of Defense,,2021-06-15,2272333
Dept of Defense,,2021-06-16,2272333
Dept of Defense,,2021-06-17,2287779
Dept of Defense,,2021-06-18,2296924
Dept of Defense,,2021-06-19,2305053
Dept of Defense,,2021-06-20,2309657
Dept of Defense,,2021-06-21,2318167
Dept of Defense,,2021-06-22,2319208
Dept of Defense,,2021-06-23,2323965
Dept of Defense,,2021-06-24,2334155
Dept of Defense,,2021-06-25,2341206
Dept of Defense,,2021-06-26,2348266
Dept of Defense,,2021-06-27,2348266
Dept of Defense,,2021-06-28,2372897
Dept of Defense,,2021-06-29,2395321
Dept of Defense,,2021-06-30,2410058
Dept of Defense,,2021-07-01,2420375
Dept of Defense,,2021-07-02,2426962
Dept of Defense,,2021-07-03,2432474
Dept of Defense,,2021-07-04,2445298
Dept of Defense,,2021-07-20,2458725
Dept of Defense,,2021-07-21,2477807
Dept of Defense,,2021-07-22,2484009
Dept of Defense,,2021-07-23,2490686
Dept of Defense,,2021-07-24,2495646
Dept of Defense,,2021-07-25,2503888
Dept of Defense,,2021-07-26,2505700
Dept of Defense,,2021-07-27,2506085
Dept of Defense,,2021-07-28,2508271
Dept of Defense,,2021-07-29,2522555
Dept of Defense,,2021-07-30,2530123
Dept of Defense,,2021-07-31,2539576
Dept of Defense,,2021-08-01,2546629
Dept of Defense,,2021-08-02,2552280
Dept of Defense,,2021-08-03,2553021
Dept of Defense,,2021-08-04,2565116
Dept of Defense,,2021-08-05,2573261
Dept of Defense,,2021-08-06,2580535
Dept of Defense,,2021-08-07,2587772
Dept of Defense,,2021-08-08,2597665
Dept of Defense,,2021-08-09,2604477
Dept of Defense,,2021-08-10,2608426
Dept of Defense,,2021-08-11,2616206
Dept of Defense,,2021-08-12,2624409
Dept of Defense,,2021-08-13,2632996
Dept of Defense,,2021-08-14,2641976
Dept of Defense,,2021-08-15,2651183
Dept of Defense,,2021-08-16,2656468
Dept of Defense,,2021-08-17,2660398
Dept of Defense,,2021-08-18,2668125
Dept of Defense,,2021-08-19,2675590
Dept of Defense,,2021-08-20,2682468
Dept of Defense,,2021-08-21,2690995
Dept of Defense,,2021-08-22,2698109
Dept of Defense,,2021-08-23,2703632
Dept of Defense,,2021-08-24,2706225
Dept of Defense,,2021-08-25,2713036
Dept of Defense,,2021-08-26,2720980
Dept of Defense,,2021-08-27,2730779
Dept of Defense,,2021-08-28,2740282
Dept of Defense,,2021-08-29,2757245
Dept of Defense,,2021-08-30,2760033
Dept of Defense,,2021-08-31,2763265
Dept of Defense,,2021-09-01,2773497
Dept of Defense,,2021-09-02,2786178
Dept of Defense,,2021-09-03,2802389
Dept of Defense,,2021-09-04,2825027
Dept of Defense,,2021-09-07,2840312
Dept of Defense,,2021-09-08,2850543
Dept of Defense,,2021-09-09,2865465
Dept of Defense,,2021-09-10,2889395
Dept of Defense,,2021-09-11,2912374
Dept of Defense,,2021-09-12,2936125
Dept of Defense,,2021-09-13,2946232
Dept of Defense,,2021-09-14,2957822
Dept of Defense,,2021-09-15,2976604
Dept of Defense,,2021-09-16,2995467
Dept of Defense,,2021-09-17,3010955
Dept of Defense,,2021-09-18,3027870
Dept of Defense,,2021-09-19,3044438
Dept of Defense,,2021-09-20,3050623
Dept of Defense,,2021-09-21,3053095
Dept of Defense,,2021-09-22,3064705
Dept of Defense,,2021-09-23,3076918
Dept of Defense,,2021-09-24,3087748
Dept of Defense,,2021-09-25,3102317
Dept of Defense,,2021-09-26,3113732
Dept of Defense,,2021-09-27,3116343
Dept of Defense,,2021-09-28,3119607
Dept of Defense,,2021-09-29,3134264
Dept of Defense,,2021-09-30,3151146
Dept of Defense,,2021-10-01,3162467
Dept of Defense,,2021-10-02,3162467
Dept of Defense,,2021-10-03,3162467
Dept of Defense,,2021-10-04,3162467
Dept of Defense,,2021-10-05,3162467
Dept of Defense,,2021-10-06,3162467
Dept of Defense,,2021-10-07,3162467
Dept of Defense,,2021-10-08,3162467
Dept of Defense,,2021-10-09,3162489
Dept of Defense,,2021-10-12,3162489
Dept of Defense,,2021-10-13,3162489
Dept of Defense,,2021-10-14,3241243
Dept of Defense,,2021-10-15,3260927
Dept of Defense,,2021-10-16,3268571
Dept of Defense,,2021-10-17,3277686
Dept of Defense,,2021-10-18,3285782
Dept of Defense,,2021-10-19,3312524
Dept of Defense,,2021-10-20,3321365
Dept of Defense,,2021-10-21,3328692
Dept of Defense,,2021-10-22,3335594
Dept of Defense,,2021-10-23,3341856
Dept of Defense,,2021-10-24,3348162
Dept of Defense,,2021-10-25,3351876
Dept of Defense,,2021-10-26,3355594
Dept of Defense,,2021-10-27,3361962
Dept of Defense,,2021-10-28,3368941
Dept of Defense,,2021-10-29,3376032
Dept of Defense,,2021-10-30,3376032
Dept of Defense,,2021-10-31,3382831
Dept of Defense,,2021-11-01,3392226
Dept of Defense,,2021-11-02,3396165
Dept of Defense,,2021-11-03,3400591
Dept of Defense,,2021-11-04,3408098
Dept of Defense,,2021-11-05,3469714
Dept of Defense,,2021-11-06,3476806
Dept of Defense,,2021-11-07,3483958
Dept of Defense,,2021-11-08,3490435
Dept of Defense,,2021-11-09,3495845
Dept of Defense,,2021-11-10,3496025
Dept of Defense,,2021-11-12,3523117
Dept of Defense,,2021-11-13,3523117
Dept of Defense,,2021-11-14,3530431
Dept of Defense,,2021-11-15,3537084
Dept of Defense,,2021-11-16,3539332
Dept of Defense,,2021-11-17,3544804
Dept of Defense,,2021-11-18,3553322
Dept of Defense,,2021-11-19,3563187
Dept of Defense,,2021-11-20,3572406
Dept of Defense,,2021-11-21,3580384
Dept of Defense,,2021-11-22,3586090
Dept of Defense,,2021-11-23,3589771
Dept of Defense,,2021-11-24,3598051
Dept of Defense,,2021-11-29,3620035
Dept of Defense,,2021-11-30,3620292
Dept of Defense,,2021-12-01,3625755
Dept of Defense,,2021-12-02,3634206
Dept of Defense,,2021-12-03,3649696
Dept of Defense,,2021-12-04,3658455
Dept of Defense,,2021-12-05,3668667
Dept of Defense,,2021-12-06,3676342
Dept of Defense,,2021-12-07,3682765
Dept of Defense,,2021-12-08,3691790
Dept of Defense,,2021-12-09,3700378
Dept of Defense,,2021-12-10,3709752
Dept of Defense,,2021-12-11,3719594
Dept of Defense,,2021-12-12,3719594
Dept of Defense,,2021-12-13,3719594
Dept of Defense,,2021-12-14,3726069
Dept of Defense,,2021-12-15,3747378
Dept of Defense,,2021-12-16,3757103
Dept of Defense,,2021-12-17,3766042
Dept of Defense,,2021-12-18,3774180
Dept of Defense,,2021-12-19,3774180
Dept of Defense,,2021-12-20,3790627
Dept of Defense,,2021-12-21,3792502
Dept of Defense,,2021-12-22,3798207
Dept of Defense,,2021-12-23,3805829
Dept of Defense,,2021-12-27,3826121
Dept of Defense,,2021-12-28,3827728
Dept of Defense,,2021-12-29,3831510
Dept of Defense,,2021-12-30,3837275
Dept of Defense,,2022-01-04,3858300
Dept of Defense,,2022-01-05,3861639
Dept of Defense,,2022-01-06,3867222
Dept of Defense,,2022-01-07,3873447
Dept of Defense,,2022-01-08,3879986
Dept of Defense,,2022-01-09,3885886
Dept of Defense,,2022-01-10,3892188
Dept of Defense,,2022-01-11,3895940
Dept of Defense,,2022-01-12,3901940
Dept of Defense,,2022-01-13,3907803
Dept of Defense,,2022-01-14,3911054
Dept of Defense,,2022-01-15,3920101
Dept of Defense,,2022-01-18,3928053
Dept of Defense,,2022-01-19,3933650
Dept of Defense,,2022-01-20,3936733
Dept of Defense,,2022-01-21,3943953
Dept of Defense,,2022-01-22,3949315
Dept of Defense,,2022-01-23,3953702
Dept of Defense,,2022-01-24,3961305
Dept of Defense,,2022-01-25,3966078
Dept of Defense,,2022-01-26,3970738
Dept of Defense,,2022-01-27,3975954
Dept of Defense,,2022-01-28,3980473
Dept of Defense,,2022-01-29,3982633
Dept of Defense,,2022-01-30,3988879
Dept of Defense,,2022-01-31,3991828
Dept of Defense,,2022-02-01,3991907
Dept of Defense,,2022-02-02,3997311
Dept of Defense,,2022-02-03,3998680
Dept of Defense,,2022-02-04,4009213
Dept of Defense,,2022-02-05,4020018
Dept of Defense,,2022-02-06,4035806
Dept of Defense,,2022-02-07,4038445
Dept of Defense,,2022-02-08,4040147
Dept of Defense,,2022-02-09,4043020
Dept of Defense,,2022-02-10,4046484
Dept of Defense,,2022-02-11,4051073
Dept of Defense,,2022-02-12,4055942
Dept of Defense,,2022-02-13,4058986
Dept of Defense,,2022-02-14,4060862
Dept of Defense,,2022-02-15,4062054
Dept of Defense,,2022-02-16,4063305
Dept of Defense,,2022-02-17,4066116
Dept of Defense,,2022-02-18,4069633
Dept of Defense,,2022-02-19,4075378
Dept of Defense,,2022-02-22,4080677
Dept of Defense,,2022-02-23,4082009
Dept of Defense,,2022-02-24,4082525
Dept of Defense,,2022-02-25,4087079
Dept of Defense,,2022-02-26,4090246
Dept of Defense,,2022-02-28,4097584
Dept of Defense,,2022-03-01,4098296
Dept of Defense,,2022-03-02,4101022
Dept of Defense,,2022-03-03,4101022
Dept of Defense,,2022-03-04,4105954
Dept of Defense,,2022-03-05,4108145
Dept of Defense,,2022-03-06,4110085
Dept of Defense,,2022-03-07,4111237
Dept of Defense,,2022-03-08,4112043
Dept of Defense,,2022-03-09,4115527
Dept of Defense,,2022-03-10,4117679
Dept of Defense,,2022-03-11,4119513
Dept of Defense,,2022-03-12,4121616
Dept of Defense,,2022-03-13,4123394
Dept of Defense,,2022-03-14,4124949
Dept of Defense,,2022-03-15,4126036
Dept of Defense,,2022-03-16,4127596
Dept of Defense,,2022-03-17,4129082
Dept of Defense,,2022-03-18,4131254
Dept of Defense,,2022-03-19,4132791
Dept of Defense,,2022-03-20,4135249
Dept of Defense,,2022-03-21,4135834
Dept of Defense,,2022-03-22,4136118
Dept of Defense,,2022-03-23,4137178
Dept of Defense,,2022-03-24,4137772
Dept of Defense,,2022-03-25,4139658
Dept of Defense,,2022-03-26,4141431
Dept of Defense,,2022-03-27,4143296
Dept of Defense,,2022-03-28,4144232
Dept of Defense,,2022-03-29,4144744
Dept of Defense,,2022-03-30,4146147
Dept of Defense,,2022-03-31,4147698
Dept of Defense,,2022-06-29,4435897
Dept of Defense,,2022-07-06,4442414
Dept of Defense,,2022-07-13,4455578
Dept of Defense,,2022-07-20,4466781
Dept of Defense,,2022-07-27,4480643
Dept of Defense,,2022-08-03,4494742
Dept of Defense,,2022-08-10,4512930
Dept of Defense,,2022-08-17,4523285
Dept of Defense,,2022-08-24,4535785
Dept of Defense,,2022-08-31,4545990
Dept of Defense,,2022-09-07,4552606
Dept of Defense,,2022-09-14,4557224
Dept of Defense,,2022-09-21,4562357
Dept of Defense,,2022-09-28,4571264
Dept of Defense,,2022-10-05,4575317
Dept of Defense,,2022-10-12,4589704
Dept of Defense,,2022-10-19,4592996
Dept of Defense,,2022-10-26,4600027
Dept of Defense,,2022-11-02,4606391
District of Columbia,,2021-01-13,1957
District of Columbia,,2021-01-14,29927
District of Columbia,,2021-01-15,31667
District of Columbia,,2021-01-19,39747
District of Columbia,,2021-01-20,41135
District of Columbia,,2021-01-21,43377
District of Columbia,,2021-01-22,44773
District of Columbia,,2021-01-23,47088
District of Columbia,,2021-01-24,49292
District of Columbia,,2021-01-25,50902
District of Columbia,,2021-01-26,51399
District of Columbia,,2021-01-27,53590
District of Columbia,,2021-01-28,55599
District of Columbia,,2021-01-29,57152
District of Columbia,,2021-01-30,59570
District of Columbia,,2021-01-31,61737
District of Columbia,,2021-02-01,63208
District of Columbia,,2021-02-02,64241
District of Columbia,,2021-02-03,65207
District of Columbia,,2021-02-04,66645
District of Columbia,,2021-02-05,69999
District of Columbia,,2021-02-22,71399
District of Columbia,,2021-02-23,72181
District of Columbia,,2021-02-24,73826
District of Columbia,,2021-02-25,74825
District of Columbia,,2021-02-26,76194
District of Columbia,,2021-02-27,79693
District of Columbia,,2021-02-28,83668
District of Columbia,,2021-03-01,84724
District of Columbia,,2021-03-02,85368
District of Columbia,,2021-03-03,87114
District of Columbia,,2021-03-04,90190
District of Columbia,,2021-03-05,92623
District of Columbia,,2021-03-06,95302
District of Columbia,,2021-03-07,98505
District of Columbia,,2021-03-08,100571
District of Columbia,,2021-03-09,102392
District of Columbia,,2021-03-10,105267
District of Columbia,,2021-03-11,108700
District of Columbia,,2021-03-12,112244
District of Columbia,,2021-03-13,115660
District of Columbia,,2021-03-14,120982
District of Columbia,,2021-03-15,126422
District of Columbia,,2021-03-16,128836
District of Columbia,,2021-03-17,133611
District of Columbia,,2021-03-18,136208
District of Columbia,,2021-03-19,139568
District of Columbia,,2021-03-20,142923
District of Columbia,,2021-03-21,147691
District of Columbia,,2021-03-22,150379
District of Columbia,,2021-03-23,152058
District of Columbia,,2021-03-24,154836
District of Columbia,,2021-03-25,159355
District of Columbia,,2021-03-26,163251
District of Columbia,,2021-03-27,168663
District of Columbia,,2021-03-28,175453
District of Columbia,,2021-03-29,181374
District of Columbia,,2021-03-30,185928
District of Columbia,,2021-03-31,193796
District of Columbia,,2021-04-01,198018
District of Columbia,,2021-04-02,202602
District of Columbia,,2021-04-03,208953
District of Columbia,,2021-04-04,214219
District of Columbia,,2021-04-05,216518
District of Columbia,,2021-04-06,218769
District of Columbia,,2021-04-07,220702
District of Columbia,,2021-04-08,230713
District of Columbia,,2021-04-09,236659
District of Columbia,,2021-04-10,244653
District of Columbia,,2021-04-11,250917
District of Columbia,,2021-04-12,256132
District of Columbia,,2021-04-13,260750
District of Columbia,,2021-04-14,263823
District of Columbia,,2021-04-15,270051
District of Columbia,,2021-04-16,275427
District of Columbia,,2021-04-17,281190
District of Columbia,,2021-04-18,288396
District of Columbia,,2021-04-19,294659
District of Columbia,,2021-04-20,297607
District of Columbia,,2021-04-21,301868
District of Columbia,,2021-04-22,305618
District of Columbia,,2021-04-23,310555
District of Columbia,,2021-04-24,315394
District of Columbia,,2021-04-25,319465
District of Columbia,,2021-04-26,324137
District of Columbia,,2021-04-27,326687
District of Columbia,,2021-04-28,330670
District of Columbia,,2021-04-29,334206
District of Columbia,,2021-04-30,337803
District of Columbia,,2021-05-01,341552
District of Columbia,,2021-05-02,344415
District of Columbia,,2021-05-03,346567
District of Columbia,,2021-05-04,347171
District of Columbia,,2021-05-05,349238
District of Columbia,,2021-05-06,350697
District of Columbia,,2021-05-07,354000
District of Columbia,,2021-05-08,357991
District of Columbia,,2021-05-09,360914
District of Columbia,,2021-05-10,363961
District of Columbia,,2021-05-11,366484
District of Columbia,,2021-05-12,369925
District of Columbia,,2021-05-13,371201
District of Columbia,,2021-05-14,373491
District of Columbia,,2021-05-15,375790
District of Columbia,,2021-05-16,379065
District of Columbia,,2021-05-17,381520
District of Columbia,,2021-05-18,383078
District of Columbia,,2021-05-19,384233
District of Columbia,,2021-05-20,386455
District of Columbia,,2021-05-21,388817
District of Columbia,,2021-05-22,390523
District of Columbia,,2021-05-23,393181
District of Columbia,,2021-05-24,394259
